SBS_Code,SBS_Code_Hyphenated,Short_Description,Long_Description,Chapter,Chapter_Name,Block,Block_Name,Definition,Includes,Excludes ,Guidelines,
385560100,38556-01-00,Rep aorta replace valv & impl coron art,Repair of ascending thoracic aorta with aortic valve replacement and implantation of coronary arteries,8,Procedures on cardiovascular system ,684,Repair of ascending thoracic aorta,Repair of ascending thoracic aorta with aortic valve replacement and implantation of coronary arteries,,"Endovascular (Endoluminal) Repair (33116-00-00 [762])

Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• operative management of acute rupture or dissection of thoracic aorta (38572-00 [693])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385590000,38559-00-00,Repair aortic arch & asc thoracic aorta,Repair of aortic arch and ascending thoracic aorta,8,Procedures on cardiovascular system ,685,Repair of aortic arch and ascending thoracic aorta,Repair of aortic arch and ascending thoracic aorta,,"Endovascular (Endoluminal) Repair (33116-00-00 [762])

Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• operative management of acute rupture or dissection of thoracic aorta (38572-00 [693])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385620000,38562-00-00,Rep aort arch  asc aorta & aortic valve,Repair of aortic arch and ascending thoracic aorta with aortic valve repair,8,Procedures on cardiovascular system ,685,Repair of aortic arch and ascending thoracic aorta,Repair of aortic arch and ascending thoracic aorta with aortic valve repair,,"Endovascular (Endoluminal) Repair (33116-00-00 [762])

Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• operative management of acute rupture or dissection of thoracic aorta (38572-00 [693])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385620100,38562-01-00,Rep aort arch  asc aorta w replace valve,Repair of aortic arch and ascending thoracic aorta with aortic valve replacement,8,Procedures on cardiovascular system ,685,Repair of aortic arch and ascending thoracic aorta,Repair of aortic arch and ascending thoracic aorta with aortic valve replacement,,"Endovascular (Endoluminal) Repair (33116-00-00 [762])

Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• operative management of acute rupture or dissection of thoracic aorta (38572-00 [693])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385650000,38565-00-00,Rep arch  asc aorta  valv & impl art,Repair of aortic arch and ascending thoracic aorta with aortic valve repair and implantation of coronary arteries,8,Procedures on cardiovascular system ,685,Repair of aortic arch and ascending thoracic aorta,Repair of aortic arch and ascending thoracic aorta with aortic valve repair and implantation of coronary arteries,,"Endovascular (Endoluminal) Repair (33116-00-00 [762])

Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• operative management of acute rupture or dissection of thoracic aorta (38572-00 [693])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385650100,38565-01-00,Rep arch  asc aorta  valv replace & impl,Repair of aortic arch and ascending thoracic aorta with aortic valve replacement and implantation of coronary arteries,8,Procedures on cardiovascular system ,685,Repair of aortic arch and ascending thoracic aorta,Repair of aortic arch and ascending thoracic aorta with aortic valve replacement and implantation of coronary arteries,,"Endovascular (Endoluminal) Repair (33116-00-00 [762])

Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• operative management of acute rupture or dissection of thoracic aorta (38572-00 [693])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385680000,38568-00-00,Repair of descending thoracic aorta,Repair of descending thoracic aorta,8,Procedures on cardiovascular system ,686,Repair of descending thoracic aorta,Is performed by placing a covered stent graft into the descending thoracic aorta via transfemoral access.,,"Endovascular (Endoluminal) Repair (33116-00-00 [762])

Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• operative management of acute rupture or dissection of thoracic aorta (38572-00 [693])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385710000,38571-00-00,Repair descending thoracic aorta w shunt,Repair of descending thoracic aorta with shunt,8,Procedures on cardiovascular system ,686,Repair of descending thoracic aorta,Repair of descending thoracic aorta with shunt,,"Endovascular (Endoluminal) Repair (33116-00-00 [762])

Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• operative management of acute rupture or dissection of thoracic aorta (38572-00 [693])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385500100,38550-01-00,Replacement ascending thoracic aorta,Replacement of ascending thoracic aorta,8,Procedures on cardiovascular system ,687,Replacement of ascending thoracic aorta,Replacement of the weakened part of the ascending aorta and replaces it with a graft,,"That with Replacement of Aortic Arch (See Block [688])

Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385530200,38553-02-00,Replace asc thor aorta w rep aort valve,Replacement of ascending thoracic aorta with aortic valve repair,8,Procedures on cardiovascular system ,687,Replacement of ascending thoracic aorta,Replacement of the weakened part of the ascending aorta and replaces it with a graft with aortic valve repair,,"That with Replacement of Aortic Arch (See Block [688])

Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385530300,38553-03-00,Replace asc thor aorta & aortic valve,Replacement of ascending thoracic aorta with aortic valve replacement,8,Procedures on cardiovascular system ,687,Replacement of ascending thoracic aorta,Replacement of the weakened part of the ascending aorta and replaces it with a graft with aortic valve replacement,,"That with Replacement of Aortic Arch (See Block [688])

Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385560200,38556-02-00,Replace aorta  rep valv & impl coron art,Replacement of ascending thoracic aorta with aortic valve repair and implantation of coronary arteries,8,Procedures on cardiovascular system ,687,Replacement of ascending thoracic aorta,Replacement of the weakened part of the ascending aorta and replaces it with a graft with aortic valve repair and implantation of coronary arteries,,"That with Replacement of Aortic Arch (See Block [688])

Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385560300,38556-03-00,Replace asc aorta  valv & impl coron art,Replacement of ascending thoracic aorta with aortic valve replacement and implantation of coronary arteries,8,Procedures on cardiovascular system ,687,Replacement of ascending thoracic aorta,Replacement of the weakened part of the ascending aorta and replaces it with a graft with aortic valve replacement and implantation of coronary arteries,,"That with Replacement of Aortic Arch (See Block [688])

Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385590100,38559-01-00,Replace aortic arch & asc thor aorta,Replacement of aortic arch and ascending thoracic aorta,8,Procedures on cardiovascular system ,688,Replacement of aortic arch and ascending thoracic aorta,Replacement of aortic arch and ascending thoracic aorta,,"Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385620200,38562-02-00,Replace asc & arch aorta w valve repair,Replacement of aortic arch and ascending thoracic aorta with aortic valve repair,8,Procedures on cardiovascular system ,688,Replacement of aortic arch and ascending thoracic aorta,Replacement of aortic arch and ascending thoracic aorta with aortic valve repair,,"Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385620300,38562-03-00,Replace aortic arch  asc thor & valve,Replacement of aortic arch and ascending thoracic aorta with aortic valve replacement,8,Procedures on cardiovascular system ,688,Replacement of aortic arch and ascending thoracic aorta,Replacement of aortic arch and ascending thoracic aorta with aortic valve replacement,,"Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385650200,38565-02-00,Replace aorta & arch rep valv & impl art,Replacement of aortic arch and ascending thoracic aorta with aortic valve repair and implantation of coronary arteries,8,Procedures on cardiovascular system ,688,Replacement of aortic arch and ascending thoracic aorta,Replacement of aortic arch and ascending thoracic aorta with aortic valve repair and implantation of coronary arteries,,"Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385650300,38565-03-00,Replace aorta  arch  valve w impl art,Replacement of aortic arch and ascending thoracic aorta with aortic valve replacement and implantation of coronary arteries,8,Procedures on cardiovascular system ,688,Replacement of aortic arch and ascending thoracic aorta,Replacement of aortic arch and ascending thoracic aorta with aortic valve replacement and implantation of coronary arteries,,"Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385680100,38568-01-00,Replacement descending thoracic aorta,Replacement of descending thoracic aorta,8,Procedures on cardiovascular system ,689,Replacement of descending thoracic aorta,Replacement of the longest part of the aorta,,"Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385710100,38571-01-00,Replace descending thor aorta w shunt,Replacement of descending thoracic aorta with shunt,8,Procedures on cardiovascular system ,689,Replacement of descending thoracic aorta,Replacement of the longest part of the aorta with the placement of a passage that is made to allow blood to move from one part to another,,"Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
387000000,38700-00-00,Perc closure of patent ductus arteriosus,Percutaneous closure of patent ductus arteriosus,8,Procedures on cardiovascular system ,690,Closure of patent ductus arteriosus,,"That with Prosthesis or Device

Clipping of Patent Ductus Arteriosus
Division of Patent Ductus Arteriosus
Ligation of Patent Ductus Arteriosus","Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])",,
387000100,38700-01-00,Closure of patent ductus arteriosus,Closure of patent ductus arteriosus,8,Procedures on cardiovascular system ,690,Closure of patent ductus arteriosus,,"Clipping of Patent Ductus Arteriosus
Division of Patent Ductus Arteriosus
Ligation of Patent Ductus Arteriosus","Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
387000200,38700-02-00,Perc closure cardiac collateral vessel,Percutaneous closure of cardiac collateral vessel,8,Procedures on cardiovascular system ,691,Closure of cardiac collateral vessel,A less-invasive surgical procedure of a small blood vessels that connect the aorta and the main pulmonary artery,,"Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])",,
387000300,38700-03-00,Closure of cardiac collateral vessel,Closure of cardiac collateral vessel,8,Procedures on cardiovascular system ,691,Closure of cardiac collateral vessel,Closure of a small blood vessels that connect the aorta and the main pulmonary artery,,"Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
385720000,38572-00-00,Op mgmt ac rupture/dissect thor aorta,Operative management of acute rupture or dissection of thoracic aorta,8,Procedures on cardiovascular system ,693,Repair procedures on aorta,Operative management of the tear occurs in the inner layer of the body's main artery,,"Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])


Code first:
• repair of thoracic aorta:
	• ascending (see blocks [684] and [685])
	• descending (see block [686])
• replacement of aneurysm with graft:
	• thoraco-abdominal (33109-00 [715])
	• thoraco-aortic (33103-00 [715])",
386130000,38613-00-00,R/O intraotc balln pmp ptch gft cls art,Removal of intra-aortic balloon pump with closure of artery by patch graft,8,Procedures on cardiovascular system ,693,Repair procedures on aorta,Removal of a type of therapeutic device that helps the heart pump more blood with the closure of artery by a graft of living or synthetic material,,"Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
387060000,38706-00-00,Repair of aorta,Repair of aorta,8,Procedures on cardiovascular system ,693,Repair procedures on aorta,Repair of the main and largest artery in the human body,,"Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
387060100,38706-01-00,Repair of aorta with anastomosis,Repair of aorta with anastomosis,8,Procedures on cardiovascular system ,693,Repair procedures on aorta,Repair of the aorta with connecting or reconnecting arteries,,"Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
387120000,38712-00-00,Repair of aortic interruption,Repair of aortic interruption,8,Procedures on cardiovascular system ,693,Repair procedures on aorta,Repair of the incorrectly formed aorta,,"Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
439090000,43909-00-00,Aortopexy,Aortopexy,8,Procedures on cardiovascular system ,693,Repair procedures on aorta,,"
Aortopexy for Tracheomalacia
Tracheopexy","Repair
Excludes:
Repair of Wound of Aorta (90210-02-00 [709], 90213-02-00 [710])
Replacement of Thoracic Aneurysm (33103-00-00, 33145-00-00, 33109-00-00, 33148-00-00 [715])","
Code also when performed:
• cardiopulmonary bypass (38600-00-00, 38603-00-00 [642])
• retrograde cerebral perfusion during hypothermic arrest (38577-00-00 [642])",
133030000,13303-00-00,Umbilical artery cath/cannuln in neonate,Umbilical artery catheterisation/cannulation in neonate,8,Procedures on cardiovascular system ,694,Arterial catheterisation,Umbilical artery catheterisation/cannulation in neonate,,"Arteries
Excludes:	
Coronary Arteries (See Blocks [667] to [681])","
ARTERIES

See also procedures on aorta (see blocks [682] to [693])",
345210100,34521-01-00,Intrabdo artery catheterisation/cannuln,Intra-abdominal artery catheterisation/cannulation,8,Procedures on cardiovascular system ,694,Arterial catheterisation,Intra-abdominal artery catheterisation/cannulation,,"Arteries
Excludes:	
Coronary Arteries (See Blocks [667] to [681])","
ARTERIES

See also procedures on aorta (see blocks [682] to [693])",
345240000,34524-00-00,Catheterisation/cannulation other artery,Catheterisation/cannulation of other artery,8,Procedures on cardiovascular system ,694,Arterial catheterisation,Catheterisation/cannulation of unlisted artery,,"Arteries
Excludes:	
Coronary Arteries (See Blocks [667] to [681])

That:
• Connected to Drug Delivery Device (External Infusion Pump) (34530-05-00 [766])
• for Collection of Blood for Blood Gas Analysis (13842-00-00 [1858])
• with Insertion of Vascular Access Device (34528-02-00 [766])","
ARTERIES

See also procedures on aorta (see blocks [682] to [693])",
345300100,34530-01-00,R/O  arterial catheter,Removal of arterial catheter,8,Procedures on cardiovascular system ,694,Arterial catheterisation,,Disconnection of Drug Delivery Device (External Infusion Pump),"Removal of Catheter Fragments (35360 [742])
That:
• Connected to Drug Delivery Device (External Infusion Pump) (34530-05-00 [766])
• with Insertion of Vascular Access Device (34528-02-00 [766])

Arteries
Excludes:
Coronary Arteries (See Blocks [667] to [681])","
ARTERIES

See also procedures on aorta (see blocks [682] to [693])",
341000001,34100-00-01,Explor carotid art  uni,"Exploration of carotid artery, unilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the carotid artery for diagnostic or therapeutic purposes, one side",,That Performed with Any Other Vascular Procedure – Omit Code,,
341000002,34100-00-02,Explor carotid art  bil,"Exploration of carotid artery, bilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the carotid artery for diagnostic or therapeutic purposes, both sides",,That Performed with Any Other Vascular Procedure – Omit Code,,
341030001,34103-00-01,Explor subclavian art  uni,"Exploration of subclavian artery, unilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the subclavian artery for diagnostic or therapeutic purposes, one side",,That Performed with Any Other Vascular Procedure – Omit Code,,
341030002,34103-00-02,Explor subclavian art  bil,"Exploration of subclavian artery, bilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the subclavian artery for diagnostic or therapeutic purposes, both sides",,That Performed with Any Other Vascular Procedure – Omit Code,,
341030101,34103-01-01,Explor axillary art  uni,"Exploration of axillary artery, unilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the axillary artery for diagnostic or therapeutic purposes, one side",,That Performed with Any Other Vascular Procedure – Omit Code,,
341030102,34103-01-02,Explor axillary art  bil,"Exploration of axillary artery, bilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the axillary artery for diagnostic or therapeutic purposes, both sides",,That Performed with Any Other Vascular Procedure – Omit Code,,
341030201,34103-02-01,Explor iliac art  uni,"Exploration of iliac artery, unilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the iliac artery for diagnostic or therapeutic purposes, one side",,That Performed with Any Other Vascular Procedure – Omit Code,,
341030202,34103-02-02,Explor iliac art  bil,"Exploration of iliac artery, bilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the iliac artery for diagnostic or therapeutic purposes, both sides",,That Performed with Any Other Vascular Procedure – Omit Code,,
341030301,34103-03-01,Explor femoral art  uni,"Exploration of femoral artery, unilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the femoral artery for diagnostic or therapeutic purposes, one side",,That Performed with Any Other Vascular Procedure – Omit Code,,
341030302,34103-03-02,Explor femoral art  bil,"Exploration of femoral artery, bilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the femoral artery for diagnostic or therapeutic purposes, both sides",,That Performed with Any Other Vascular Procedure – Omit Code,,
341030401,34103-04-01,Explor popliteal art  uni,"Exploration of popliteal artery, unilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the popliteal artery for diagnostic or therapeutic purposes, one side",,That Performed with Any Other Vascular Procedure – Omit Code,,
341030402,34103-04-02,Explor popliteal art  bil,"Exploration of popliteal artery, bilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the popliteal artery for diagnostic or therapeutic purposes, both sides",,That Performed with Any Other Vascular Procedure – Omit Code,,
341060001,34106-00-01,Explor brachial art  uni,"Exploration of brachial artery, unilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the brachial artery for diagnostic or therapeutic purposes, one side",,That Performed with Any Other Vascular Procedure – Omit Code,,
341060002,34106-00-02,Explor brachial art  bil,"Exploration of brachial artery, bilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the brachial artery for diagnostic or therapeutic purposes, both sides",,That Performed with Any Other Vascular Procedure – Omit Code,,
341060101,34106-01-01,Explor radial art  uni,"Exploration of radial artery, unilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the radial artery for diagnostic or therapeutic purposes, one side",,That Performed with Any Other Vascular Procedure – Omit Code,,
341060102,34106-01-02,Explor radial art  bil,"Exploration of radial artery, bilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the radial artery for diagnostic or therapeutic purposes, both sides",,That Performed with Any Other Vascular Procedure – Omit Code,,
341060201,34106-02-01,Explor ulnar art  uni,"Exploration of ulnar artery, unilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the ulnar artery for diagnostic or therapeutic purposes, one side",,That Performed with Any Other Vascular Procedure – Omit Code,,
341060202,34106-02-02,Explor ulnar art  bil,"Exploration of ulnar artery, bilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the ulnar artery for diagnostic or therapeutic purposes, both sides",,That Performed with Any Other Vascular Procedure – Omit Code,,
341060301,34106-03-01,Explor tibial art  uni,"Exploration of tibial artery, unilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the tibial artery for diagnostic or therapeutic purposes, one side",,That Performed with Any Other Vascular Procedure – Omit Code,,
341060302,34106-03-02,Explor tibial art  bil,"Exploration of tibial artery, bilateral",8,Procedures on cardiovascular system ,695,Exploration of artery,"Open surgery for the tibial artery for diagnostic or therapeutic purposes, both sides",,That Performed with Any Other Vascular Procedure – Omit Code,,
341060400,34106-04-00,Exploration of other artery,Exploration of other artery,8,Procedures on cardiovascular system ,695,Exploration of artery,Open surgery for the unlisted artery for diagnostic or therapeutic purposes,,That Performed with Any Other Vascular Procedure – Omit Code,,
341450001,34145-00-01,Decomp popliteal art  uni,"Decompression of popliteal artery, unilateral",8,Procedures on cardiovascular system ,696,Other incision procedures on artery,,Division of Fibrous Tissue and Muscle,,,
341450002,34145-00-02,Decomp popliteal art  bil,"Decompression of popliteal artery, bilateral",8,Procedures on cardiovascular system ,696,Other incision procedures on artery,,Division of Fibrous Tissue and Muscle,,,
341420000,34142-00-00,Decomp of coeliac artery,Decompression of coeliac artery,8,Procedures on cardiovascular system ,696,Other incision procedures on artery,Relieving the symptoms caused by compression of the coeliac artery,,,,
341000201,34100-02-01,Interruption carotid art  uni,"Interruption of carotid artery, unilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341000202,34100-02-02,Interruption carotid art  bil,"Interruption of carotid artery, bilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341031001,34103-10-01,Interruption subclavian art  uni,"Interruption of subclavian artery, unilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341031002,34103-10-02,Interruption subclavian art  bil,"Interruption of subclavian artery, bilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341031101,34103-11-01,Interruption axillary art  uni,"Interruption of axillary artery, unilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
